age,workclass,education,marital.status,occupation,race,sex,capital.gain,capital.loss,hours.per.week,income
37,Private,Bachelors,Married,Other-service,Asian-Pac-Islander,Female,0,0,30,1
34,Private,Some-college,Divorced,Exec-managerial,White,Male,0,0,44,0
45,Private,Bachelors,Never-married,Prof-specialty,White,Male,0,0,46,0
35,Private,11th,Married,Farming-fishing,White,Male,0,0,40,0
51,Local-gov,Some-college,Married,Exec-managerial,Black,Male,0,0,40,1
36,Local-gov,Some-college,Married,Protective-serv,White,Male,0,0,40,1
25,Federal-gov,HS-grad,Never-married,Adm-clerical,Black,Male,0,0,40,0
51,Private,HS-grad,Divorced,Other-service,White,Female,0,0,38,0
25,Self-emp-not-inc,Some-college,Never-married,Machine-op-inspct,White,Male,0,0,40,0
19,Private,HS-grad,Never-married,Farming-fishing,White,Male,0,0,45,0
47,Private,Some-college,Married,Exec-managerial,White,Male,0,0,45,0
59,Local-gov,HS-grad,Separated,Protective-serv,Black,Female,0,0,40,0
34,Private,Bachelors,Married,Exec-managerial,White,Male,0,0,40,1
40,Private,Some-college,Separated,Exec-managerial,White,Female,0,0,60,0
42,Private,HS-grad,Divorced,Machine-op-inspct,White,Male,0,0,45,0
37,Private,Masters,Married,Exec-managerial,White,Male,0,0,60,1
51,Self-emp-inc,Assoc,Married-civ-spouse,Sales,White,Male,0,0,38,1
25,Private,HS-grad,Never-married,Adm-clerical,White,Male,0,0,36,0
31,Federal-gov,HS-grad,Married,Adm-clerical,White,Female,0,0,40,1
37,Private,HS-grad,Married,Other-service,White,Male,0,0,44,1
42,Private,Assoc,Married-civ-spouse,Sales,White,Male,0,0,45,1
35,Private,Some-college,Divorced,Sales,White,Male,0,0,50,0
51,Private,Bachelors,Married,Sales,White,Male,0,0,47,1
26,Private,Bachelors,Never-married,Prof-specialty,Asian-Pac-Islander,Male,0,0,16,0
56,Local-gov,HS-grad,Divorced,Adm-clerical,White,Female,0,0,46,0
52,Private,Some-college,Married,Prof-specialty,White,Male,0,0,45,1
47,State-gov,Bachelors,Divorced,Exec-managerial,White,Female,0,0,40,1
52,Private,Assoc,Married-civ-spouse,Craft-repair,White,Male,0,0,40,0
30,Private,HS-grad,Divorced,Craft-repair,White,Female,0,0,40,0
26,Private,Some-college,Married,Craft-repair,Black,Female,0,0,35,0
58,Local-gov,HS-grad,Married,Farming-fishing,White,Male,0,0,40,0
30,Private,HS-grad,Married,Protective-serv,White,Male,0,0,60,1
46,Private,Some-college,Separated,Adm-clerical,White,Female,0,0,40,0
57,Private,HS-grad,Never-married,Sales,White,Female,0,0,40,0
25,Private,Bachelors,Never-married,Exec-managerial,White,Male,0,0,40,0
21,State-gov,Some-college,Never-married,Tech-support,White,Female,0,0,10,0
45,Local-gov,Masters,Divorced,Prof-specialty,White,Female,0,0,30,0
39,Private,HS-grad,Never-married,Craft-repair,White,Male,0,0,40,0
42,Private,HS-grad,Married,Adm-clerical,White,Female,0,0,53,0
20,Private,HS-grad,Never-married,Machine-op-inspct,White,Female,0,0,40,0
23,Private,HS-grad,Never-married,Protective-serv,Black,Male,0,0,16,0
25,Private,Bachelors,Never-married,Tech-support,White,Male,0,0,40,0
47,Private,5th-6th,Never-married,Priv-house-serv,White,Female,0,0,40,0
24,Private,HS-grad,Never-married,Sales,White,Male,0,0,45,0
35,Private,HS-grad,Never-married,Craft-repair,White,Male,0,0,70,0
44,Local-gov,HS-grad,Married,Other-service,Black,Female,0,0,38,1
47,State-gov,Some-college,Married,Prof-specialty,White,Male,0,0,50,0
28,State-gov,11th,Separated,Adm-clerical,Asian-Pac-Islander,Female,0,0,40,0
41,Local-gov,Masters,Divorced,Prof-specialty,White,Female,0,0,60,0
31,Private,HS-grad,Never-married,Adm-clerical,White,Female,0,0,40,0
27,Private,Masters,Never-married,Exec-managerial,White,Female,0,0,25,0
44,Private,HS-grad,Never-married,Sales,Asian-Pac-Islander,Female,0,0,40,0
61,Private,Some-college,Never-married,Priv-house-serv,White,Female,0,0,40,0
42,Federal-gov,Some-college,Divorced,Adm-clerical,White,Female,0,0,40,0
46,Private,HS-grad,Never-married,Other-service,White,Female,0,0,28,0
46,Private,Bachelors,Married,Exec-managerial,White,Male,0,0,50,1
54,Local-gov,Masters,Widowed,Prof-specialty,White,Female,0,0,38,0
49,Private,HS-grad,Widowed,Tech-support,White,Male,0,0,40,0
56,Local-gov,Some-college,Widowed,Adm-clerical,White,Female,0,0,40,0
52,Private,Masters,Divorced,Prof-specialty,White,Female,0,0,40,0
34,Private,HS-grad,Married,Transport-moving,White,Male,0,0,40,0
25,Self-emp-not-inc,HS-grad,Married,Craft-repair,White,Male,0,0,40,0
18,Private,11th,Never-married,Prof-specialty,White,Female,0,0,40,0
58,Private,HS-grad,Married,Machine-op-inspct,White,Male,0,0,40,0
31,State-gov,Bachelors,Divorced,Prof-specialty,White,Male,0,0,40,0
29,Private,Some-college,Married,Craft-repair,White,Male,0,0,55,0
28,Private,11th,Never-married,Machine-op-inspct,Black,Male,0,0,40,0
30,Private,Some-college,Never-married,Adm-clerical,White,Male,0,0,48,0
75,Private,10th,Widowed,Priv-house-serv,White,Female,0,0,70,0
26,Private,Some-college,Married,Craft-repair,Black,Male,0,0,40,0
33,Self-emp-inc,Bachelors,Married,Sales,White,Male,0,0,50,1
47,Self-emp-not-inc,5th-6th,Married,Sales,White,Male,0,0,55,1
21,Private,Some-college,Never-married,Other-service,White,Female,0,0,37,0
17,Private,11th,Never-married,Craft-repair,White,Male,0,0,17,0
22,Private,Some-college,Never-married,Other-service,Black,Female,0,0,15,0
47,Private,HS-grad,Married,Sales,White,Male,0,0,40,0
45,Private,Bachelors,Married,Exec-managerial,White,Male,0,0,40,1
32,Self-emp-not-inc,Assoc,Divorced,Sales,White,Male,0,0,50,0
59,Private,10th,Separated,Priv-house-serv,Black,Female,0,0,30,0
38,Private,HS-grad,Married,Craft-repair,White,Male,0,0,50,0
33,Private,HS-grad,Separated,Protective-serv,White,Female,0,0,40,0
41,Private,HS-grad,Married,Machine-op-inspct,White,Male,0,0,40,0
51,Private,9th,Married,Transport-moving,White,Male,0,0,40,0
42,Private,HS-grad,Married,Sales,White,Male,0,0,48,0
27,Private,Bachelors,Married,Prof-specialty,White,Female,0,0,40,1
60,Private,Some-college,Married,Craft-repair,White,Male,0,0,45,0
64,Local-gov,HS-grad,Divorced,Adm-clerical,White,Female,0,0,35,0
37,Private,Assoc,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,1
54,Self-emp-not-inc,Bachelors,Married,Exec-managerial,White,Male,0,0,45,1
36,Private,Assoc,Married-civ-spouse,Exec-managerial,White,Female,0,0,50,1
41,Self-emp-not-inc,Masters,Divorced,Sales,White,Male,0,0,5,1
35,Self-emp-not-inc,7th-8th,Married,Farming-fishing,White,Male,0,0,75,0
63,Self-emp-inc,Masters,Married,Sales,White,Male,0,0,68,1
46,Private,HS-grad,Divorced,Craft-repair,White,Male,0,0,40,0
47,Self-emp-not-inc,Masters,Divorced,Prof-specialty,White,Male,0,0,40,0
24,Private,Bachelors,Never-married,Machine-op-inspct,White,Male,0,0,65,0
29,Private,Some-college,Never-married,Sales,White,Male,0,0,30,0
74,Federal-gov,Some-college,Widowed,Transport-moving,White,Female,0,0,18,0
50,Private,11th,Married,Transport-moving,White,Male,0,0,70,1
22,Private,Some-college,Never-married,Adm-clerical,White,Female,0,0,40,0
48,Private,12th,Separated,Adm-clerical,Black,Female,0,0,40,0
30,Private,9th,Married,Handlers-cleaners,White,Male,0,0,40,0
32,Private,Bachelors,Married,Sales,White,Male,0,0,40,0
39,Private,HS-grad,Married,Machine-op-inspct,White,Male,0,0,40,0
49,Private,Some-college,Married,Craft-repair,White,Male,0,0,40,1
25,Private,Bachelors,Never-married,Adm-clerical,White,Female,0,0,40,0
50,Private,Bachelors,Married,Adm-clerical,White,Female,0,0,40,1
44,Private,HS-grad,Married,Transport-moving,White,Male,0,0,40,0
28,Federal-gov,Assoc,Married-civ-spouse,Adm-clerical,White,Male,0,0,60,0
55,Private,Bachelors,Widowed,Adm-clerical,White,Female,0,0,40,0
49,Local-gov,Bachelors,Never-married,Prof-specialty,White,Female,0,0,50,0
31,Private,HS-grad,Separated,Exec-managerial,White,Female,0,0,12,0
47,Private,HS-grad,Married,Machine-op-inspct,Black,Female,0,0,40,1
45,Private,HS-grad,Married,Transport-moving,White,Male,0,0,40,1
35,Private,HS-grad,Never-married,Other-service,Black,Female,0,0,40,0
34,Self-emp-not-inc,Bachelors,Married,Sales,Asian-Pac-Islander,Male,0,0,60,0
49,Local-gov,HS-grad,Widowed,Protective-serv,Black,Male,0,0,40,0
27,Private,HS-grad,Never-married,Other-service,White,Female,0,0,42,0
42,Private,HS-grad,Married,Handlers-cleaners,White,Male,0,0,40,0
33,Private,Some-college,Married,Sales,White,Male,0,0,48,1
23,Private,Some-college,Never-married,Adm-clerical,White,Female,0,0,40,0
45,Private,Masters,Married,Exec-managerial,White,Male,0,0,50,1
34,Private,HS-grad,Never-married,Machine-op-inspct,Black,Female,0,0,40,0
53,Private,HS-grad,Divorced,Sales,White,Female,0,0,37,0
22,Private,10th,Never-married,Craft-repair,White,Male,0,0,30,0
57,State-gov,HS-grad,Separated,Other-service,White,Female,0,0,35,0
23,Private,7th-8th,Never-married,Craft-repair,Black,Male,0,0,40,0
31,Private,11th,Never-married,Transport-moving,White,Male,0,0,40,0
23,State-gov,Bachelors,Never-married,Tech-support,White,Male,0,0,22,0
30,Private,HS-grad,Separated,Adm-clerical,White,Female,0,0,40,0
32,Local-gov,Bachelors,Separated,Prof-specialty,White,Female,0,0,50,1
42,Private,Assoc,Married-civ-spouse,Adm-clerical,Black,Female,0,0,40,1
51,Private,7th-8th,Married,Transport-moving,White,Male,0,0,40,0
36,Private,Bachelors,Never-married,Exec-managerial,White,Female,0,0,40,0
45,Private,HS-grad,Never-married,Sales,Black,Male,0,0,40,0
35,Private,Assoc,Married-civ-spouse,Sales,White,Male,0,0,50,1
33,Private,7th-8th,Married,Machine-op-inspct,White,Male,0,0,40,0
43,Private,Assoc,Divorced,Prof-specialty,White,Female,0,0,40,0
60,Private,HS-grad,Married,Tech-support,White,Female,0,0,40,1
37,State-gov,Bachelors,Married,Prof-specialty,White,Male,0,0,55,1
35,Private,Some-college,Never-married,Tech-support,White,Female,0,0,40,0
36,Private,Some-college,Married,Adm-clerical,White,Male,0,0,52,0
54,Private,7th-8th,Married,Craft-repair,White,Male,0,0,40,0
51,Private,Assoc,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,40,1
45,Private,Assoc,Married-civ-spouse,Craft-repair,White,Male,0,0,45,1
63,Federal-gov,Some-college,Divorced,Exec-managerial,White,Female,0,0,40,0
51,Private,Some-college,Married,Craft-repair,White,Male,0,0,40,1
58,Self-emp-not-inc,Masters,Divorced,Sales,White,Male,0,0,18,0
64,Local-gov,HS-grad,Divorced,Adm-clerical,White,Female,0,0,40,0
20,Private,Some-college,Never-married,Handlers-cleaners,White,Male,0,0,40,0
44,Federal-gov,Bachelors,Married,Adm-clerical,Asian-Pac-Islander,Male,0,0,40,1
39,Private,Bachelors,Divorced,Exec-managerial,White,Female,0,0,48,0
45,State-gov,Some-college,Never-married,Adm-clerical,White,Female,0,0,40,0
44,Private,Doctorate,Married,Adm-clerical,White,Male,0,0,55,1
22,Federal-gov,Some-college,Never-married,Exec-managerial,White,Female,0,0,40,0
63,Self-emp-inc,HS-grad,Married,Exec-managerial,White,Male,0,0,40,1
26,Private,Assoc,Separated,Other-service,Black,Male,0,0,40,0
42,Self-emp-not-inc,Bachelors,Married,Farming-fishing,White,Male,0,0,45,0
20,Private,HS-grad,Never-married,Other-service,White,Female,0,0,25,0
25,Private,HS-grad,Never-married,Transport-moving,White,Male,0,0,40,0
27,Private,Bachelors,Married,Craft-repair,White,Male,0,0,50,0
46,Private,Assoc,Divorced,Adm-clerical,White,Female,0,0,40,0
31,Private,Some-college,Divorced,Craft-repair,White,Male,0,0,60,0
24,Private,Assoc,Never-married,Exec-managerial,White,Male,0,0,35,0
43,Private,Some-college,Married,Sales,White,Male,0,0,50,1
23,Private,12th,Never-married,Machine-op-inspct,White,Male,0,0,21,0
32,Local-gov,HS-grad,Never-married,Transport-moving,Black,Female,0,0,37,0
44,Private,HS-grad,Married,Craft-repair,White,Male,0,0,40,0
40,Self-emp-not-inc,Bachelors,Married,Sales,White,Male,0,0,40,0
38,Private,HS-grad,Divorced,Craft-repair,White,Male,0,0,40,0
23,Private,Assoc,Never-married,Machine-op-inspct,White,Male,0,0,40,0
41,Private,Some-college,Married,Sales,White,Male,0,0,40,0
48,Private,HS-grad,Married,Craft-repair,White,Male,0,0,40,0
47,Private,Assoc,Widowed,Other-service,White,Female,0,0,35,0
42,Private,HS-grad,Married,Craft-repair,White,Male,0,0,40,0
17,Private,10th,Never-married,Sales,White,Female,0,0,10,0
29,Local-gov,Prof-school,Never-married,Prof-specialty,White,Female,0,0,70,0
21,State-gov,Some-college,Never-married,Prof-specialty,White,Female,0,0,20,0
31,Private,HS-grad,Married,Other-service,White,Male,0,0,40,1
27,Local-gov,Bachelors,Never-married,Prof-specialty,White,Female,0,0,40,0
29,Private,Doctorate,Never-married,Prof-specialty,White,Male,0,0,40,0
23,Private,Bachelors,Never-married,Sales,White,Female,0,0,45,0
41,Private,Masters,Married,Prof-specialty,Asian-Pac-Islander,Male,0,0,55,1
46,Local-gov,Bachelors,Married,Prof-specialty,White,Male,0,0,35,1
34,Private,Some-college,Married,Protective-serv,Black,Female,0,0,25,0
42,Self-emp-not-inc,HS-grad,Married,Craft-repair,White,Male,0,0,24,0
46,Private,HS-grad,Divorced,Craft-repair,White,Male,0,0,37,0
52,Private,Some-college,Married,Craft-repair,White,Male,0,0,40,1
56,Private,HS-grad,Divorced,Craft-repair,White,Female,0,0,40,0
21,Private,Assoc,Never-married,Machine-op-inspct,White,Male,0,0,40,0
22,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,White,Male,0,0,20,0
31,Private,Bachelors,Divorced,Adm-clerical,White,Female,0,0,45,0
41,Self-emp-not-inc,HS-grad,Married,Other-service,White,Male,0,0,60,0
25,Private,Some-college,Separated,Adm-clerical,White,Female,0,0,40,0
43,Self-emp-not-inc,Bachelors,Divorced,Exec-managerial,White,Male,0,0,60,0
45,Private,HS-grad,Separated,Sales,White,Female,0,0,40,0
26,Private,Some-college,Divorced,Tech-support,White,Male,0,0,60,0
90,Private,Some-college,Never-married,Other-service,Asian-Pac-Islander,Male,0,0,35,0
30,Private,Bachelors,Married,Other-service,White,Female,0,0,40,1
42,Private,Some-college,Married,Craft-repair,White,Male,0,0,40,0
20,Private,Some-college,Never-married,Handlers-cleaners,White,Male,0,0,35,0
64,State-gov,HS-grad,Widowed,Adm-clerical,White,Female,0,0,38,0
56,Private,7th-8th,Widowed,Transport-moving,White,Male,0,0,20,0
42,Private,Some-college,Married,Prof-specialty,White,Male,0,0,40,1
26,Private,Bachelors,Married,Sales,White,Female,0,0,40,1
31,Local-gov,Assoc,Never-married,Adm-clerical,Amer-Indian-Eskimo,Female,0,0,40,0
40,Private,Bachelors,Married,Adm-clerical,White,Female,0,0,40,0
58,Private,Some-college,Widowed,Craft-repair,White,Male,0,0,40,0
41,Private,Bachelors,Married,Exec-managerial,White,Male,0,0,40,0
58,Self-emp-inc,HS-grad,Never-married,Sales,White,Male,0,0,47,0
62,State-gov,Masters,Married,Prof-specialty,White,Male,0,0,60,1
40,Private,Some-college,Never-married,Craft-repair,White,Male,0,0,40,0
45,Local-gov,Some-college,Married,Protective-serv,White,Male,0,0,40,1
22,Private,HS-grad,Never-married,Craft-repair,White,Male,0,0,55,0
63,Federal-gov,Masters,Married,Exec-managerial,White,Male,0,0,50,1
37,Private,Some-college,Widowed,Craft-repair,White,Male,0,0,40,0
56,Private,11th,Married,Farming-fishing,White,Male,0,0,50,0
32,Private,Some-college,Divorced,Sales,White,Male,0,0,50,0
32,Private,Assoc,Divorced,Prof-specialty,White,Male,0,0,40,0
35,Private,11th,Separated,Transport-moving,White,Male,0,0,90,0
19,Private,Some-college,Never-married,Adm-clerical,White,Female,0,0,20,0
41,Private,11th,Married,Machine-op-inspct,White,Male,0,0,40,0
22,Private,10th,Never-married,Transport-moving,White,Male,0,0,25,0
23,Private,HS-grad,Never-married,Tech-support,White,Female,0,0,40,0
36,Private,Masters,Married,Exec-managerial,Asian-Pac-Islander,Male,0,0,40,1
45,Private,Assoc,Married-civ-spouse,Craft-repair,White,Male,0,0,40,0
23,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,White,Male,0,0,25,0
21,Private,11th,Never-married,Other-service,Black,Female,0,0,40,0
29,Private,Bachelors,Married,Sales,White,Male,0,0,40,1
36,Self-emp-not-inc,Assoc,Married-civ-spouse,Tech-support,White,Male,0,0,60,0
62,Self-emp-not-inc,12th,Married,Craft-repair,White,Male,0,0,40,1
25,Federal-gov,Some-college,Never-married,Exec-managerial,Black,Male,0,0,40,0
34,Private,Assoc,Divorced,Exec-managerial,White,Female,0,0,45,0
33,Private,Bachelors,Married,Farming-fishing,White,Male,0,0,40,0
28,Private,Assoc,Married-civ-spouse,Sales,White,Male,0,0,30,0
47,Private,HS-grad,Married,Other-service,White,Male,0,0,40,1
34,Private,Bachelors,Married,Exec-managerial,White,Male,0,0,70,0
28,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,0,0,40,0
22,Private,HS-grad,Never-married,Transport-moving,Black,Male,0,0,40,0
47,Private,Some-college,Separated,Other-service,Black,Female,0,0,35,0
33,Private,Assoc,Never-married,Adm-clerical,White,Male,0,0,45,0
25,Private,HS-grad,Never-married,Craft-repair,White,Male,0,0,40,0
36,State-gov,HS-grad,Married,Protective-serv,White,Male,0,0,40,0
57,Private,Some-college,Married,Craft-repair,White,Male,0,0,40,0
55,Private,Doctorate,Never-married,Prof-specialty,White,Male,0,0,40,0
20,Private,HS-grad,Divorced,Sales,Black,Female,0,0,40,0
43,Private,HS-grad,Never-married,Sales,Black,Female,0,0,44,0
54,Private,HS-grad,Married,Machine-op-inspct,White,Male,0,0,40,1
25,Private,Some-college,Separated,Adm-clerical,White,Female,0,0,40,0
17,Private,11th,Never-married,Craft-repair,White,Male,0,0,10,0
63,Private,7th-8th,Married,Other-service,Amer-Indian-Eskimo,Female,0,0,40,0
19,Private,Some-college,Never-married,Exec-managerial,White,Female,0,0,30,0
33,Self-emp-not-inc,Bachelors,Married,Sales,White,Male,0,0,45,1
37,Private,Bachelors,Married,Farming-fishing,White,Male,0,0,50,0
27,Private,7th-8th,Married,Transport-moving,White,Male,0,0,45,0
36,Local-gov,Bachelors,Married,Adm-clerical,White,Male,0,0,40,0
30,Self-emp-inc,HS-grad,Married,Exec-managerial,White,Male,0,0,65,1
22,Private,Bachelors,Never-married,Prof-specialty,White,Male,0,0,55,0
20,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,0,0,45,0
18,Private,Some-college,Never-married,Sales,White,Female,0,0,40,0
19,Private,HS-grad,Never-married,Sales,White,Female,0,0,35,0
34,Private,HS-grad,Divorced,Machine-op-inspct,White,Male,0,0,30,0
32,State-gov,Some-college,Never-married,Adm-clerical,Black,Female,0,0,40,0
20,Private,Some-college,Never-married,Machine-op-inspct,Amer-Indian-Eskimo,Male,0,0,40,0
70,Private,7th-8th,Married,Other-service,White,Male,0,0,25,0
57,Private,Bachelors,Married,Exec-managerial,White,Male,0,0,40,1
34,Private,Assoc,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,0
48,Private,Some-college,Married,Exec-managerial,White,Male,0,0,40,1
42,Private,11th,Married,Other-service,White,Female,0,0,40,0
27,Private,Some-college,Never-married,Other-service,White,Male,0,0,40,0
51,Private,10th,Married,Other-service,White,Male,0,0,40,0
36,Local-gov,Some-college,Divorced,Adm-clerical,White,Female,0,0,65,0
33,Private,Some-college,Never-married,Exec-managerial,Asian-Pac-Islander,Male,0,0,40,0
50,Private,Some-college,Never-married,Farming-fishing,White,Male,0,0,40,0
39,Local-gov,Masters,Married,Prof-specialty,White,Male,0,0,40,1
55,Self-emp-not-inc,9th,Married,Farming-fishing,White,Male,0,0,25,0
24,Private,Some-college,Never-married,Adm-clerical,White,Female,0,0,40,0
35,Private,HS-grad,Never-married,Sales,White,Male,0,0,40,0
32,Self-emp-not-inc,12th,Married,Craft-repair,White,Male,0,0,40,0
29,Private,11th,Married,Transport-moving,White,Male,0,0,60,0
24,Self-emp-not-inc,Bachelors,Never-married,Sales,White,Male,0,0,40,0
61,Private,9th,Married,Machine-op-inspct,White,Male,0,0,40,0
34,Private,HS-grad,Married,Machine-op-inspct,White,Male,0,0,44,1
41,Private,HS-grad,Never-married,Sales,White,Female,0,0,40,0
36,Self-emp-not-inc,HS-grad,Married,Farming-fishing,White,Male,0,0,84,0
61,Self-emp-not-inc,HS-grad,Married,Craft-repair,White,Male,0,0,52,1
35,Private,Prof-school,Married,Sales,Asian-Pac-Islander,Male,0,0,35,0
42,State-gov,Bachelors,Married,Exec-managerial,White,Male,0,0,50,1
26,Private,Bachelors,Never-married,Tech-support,White,Male,0,0,40,0
44,Local-gov,Some-college,Never-married,Other-service,Black,Female,0,0,40,0
31,State-gov,Masters,Never-married,Adm-clerical,White,Male,0,0,25,0
39,State-gov,HS-grad,Never-married,Other-service,Black,Male,0,0,40,0
20,Private,Some-college,Never-married,Tech-support,White,Female,0,0,24,0
32,Self-emp-inc,Some-college,Married,Craft-repair,White,Male,0,0,40,0
32,Self-emp-not-inc,HS-grad,Married,Sales,White,Male,0,0,40,0
61,Private,9th,Married,Machine-op-inspct,Black,Male,0,0,20,0
54,Local-gov,Some-college,Divorced,Adm-clerical,White,Female,0,0,40,0
23,Private,Assoc,Never-married,Craft-repair,White,Male,0,0,40,0
19,Private,HS-grad,Never-married,Sales,White,Male,0,0,3,0
31,Private,Some-college,Married,Prof-specialty,Amer-Indian-Eskimo,Male,0,0,40,0
35,Private,5th-6th,Married,Handlers-cleaners,White,Male,0,0,40,0
29,Private,HS-grad,Divorced,Other-service,White,Female,0,0,25,0
29,Local-gov,HS-grad,Never-married,Protective-serv,Black,Female,0,0,40,0
25,Private,10th,Separated,Other-service,White,Female,0,0,25,0
46,Private,Bachelors,Divorced,Sales,White,Female,0,0,40,0
35,Private,Assoc,Never-married,Other-service,White,Female,0,0,30,0
20,Private,10th,Never-married,Sales,Other,Male,0,0,40,0
24,Self-emp-not-inc,HS-grad,Married,Adm-clerical,White,Female,0,0,40,0
48,Private,HS-grad,Divorced,Adm-clerical,White,Female,0,0,37,0
37,Private,HS-grad,Divorced,Machine-op-inspct,White,Female,0,0,40,0
60,Self-emp-not-inc,HS-grad,Married,Sales,White,Male,0,0,40,0
39,Private,HS-grad,Married,Craft-repair,White,Male,0,0,40,0
29,Local-gov,Some-college,Separated,Adm-clerical,White,Female,0,0,38,0
31,Self-emp-not-inc,Assoc,Divorced,Craft-repair,White,Male,0,0,20,0
26,Self-emp-not-inc,Assoc,Never-married,Craft-repair,White,Male,0,0,40,0
46,Private,Assoc,Divorced,Protective-serv,Black,Male,0,0,40,0
48,Private,HS-grad,Divorced,Machine-op-inspct,White,Female,0,0,55,0
46,Private,HS-grad,Divorced,Sales,White,Female,0,0,40,0
39,Self-emp-not-inc,HS-grad,Married,Sales,Black,Female,0,0,54,1
50,Federal-gov,Masters,Married,Tech-support,White,Male,0,0,40,1
24,Private,Bachelors,Never-married,Prof-specialty,White,Female,0,0,40,0
30,Private,Assoc,Married-civ-spouse,Tech-support,White,Female,0,0,40,1
29,Self-emp-not-inc,HS-grad,Married,Craft-repair,White,Male,0,0,40,0
23,Private,11th,Never-married,Transport-moving,White,Female,0,0,38,0
32,Private,10th,Separated,Craft-repair,White,Male,0,0,40,0
55,Private,HS-grad,Separated,Handlers-cleaners,White,Male,0,0,40,0
41,Private,Some-college,Married,Sales,White,Male,0,0,50,0
18,Private,11th,Never-married,Adm-clerical,White,Male,0,0,40,0
74,Self-emp-not-inc,Bachelors,Married,Exec-managerial,White,Male,0,0,10,0
40,Private,Doctorate,Married,Prof-specialty,White,Male,0,0,40,1
27,Private,HS-grad,Married,Craft-repair,White,Male,0,0,40,0
55,Private,HS-grad,Divorced,Adm-clerical,White,Female,0,0,40,0
52,Self-emp-not-inc,7th-8th,Married,Craft-repair,Amer-Indian-Eskimo,Male,0,0,40,0
54,Private,Some-college,Divorced,Sales,White,Female,0,0,48,0
36,Private,HS-grad,Divorced,Craft-repair,White,Male,0,0,48,0
26,Private,HS-grad,Never-married,Handlers-cleaners,White,Female,0,0,40,0
18,Private,11th,Never-married,Craft-repair,White,Male,0,0,20,0
38,Private,HS-grad,Divorced,Exec-managerial,White,Male,0,0,50,0
32,Private,Some-college,Married,Exec-managerial,White,Male,0,0,60,1
57,Private,Bachelors,Married,Sales,White,Male,0,0,40,1
20,Private,HS-grad,Never-married,Protective-serv,Black,Male,0,0,40,0
27,Private,Some-college,Never-married,Adm-clerical,White,Female,0,0,40,0
60,Private,5th-6th,Divorced,Machine-op-inspct,White,Female,0,0,40,0
52,Private,HS-grad,Divorced,Craft-repair,White,Female,0,0,50,0
61,Private,7th-8th,Married,Transport-moving,White,Male,0,0,40,0
57,Self-emp-not-inc,HS-grad,Widowed,Craft-repair,White,Male,0,0,55,1
59,Self-emp-not-inc,Prof-school,Married,Sales,White,Male,0,0,25,0
34,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,White,Male,0,0,45,1
31,Private,Assoc,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,0,0,50,1
42,Private,HS-grad,Divorced,Protective-serv,Black,Male,0,0,35,0
70,Private,Some-college,Never-married,Adm-clerical,White,Female,0,0,6,0
29,Private,Some-college,Married,Transport-moving,White,Male,0,0,45,1
27,Private,11th,Never-married,Handlers-cleaners,Black,Male,0,0,40,0
25,Private,12th,Married,Other-service,White,Female,0,0,40,0
35,Private,Bachelors,Married,Craft-repair,White,Male,0,0,40,0
36,Self-emp-not-inc,Some-college,Married,Craft-repair,White,Male,0,0,60,1
46,Private,Assoc,Married-civ-spouse,Craft-repair,White,Male,0,0,40,0
52,Private,Assoc,Separated,Other-service,White,Female,0,0,35,0
65,Private,7th-8th,Married,Machine-op-inspct,White,Male,0,0,40,0
43,Private,Assoc,Divorced,Machine-op-inspct,White,Male,0,0,40,0
41,Local-gov,HS-grad,Divorced,Prof-specialty,Asian-Pac-Islander,Female,0,0,40,0
47,Self-emp-not-inc,Bachelors,Married,Exec-managerial,White,Male,0,0,30,0
49,Federal-gov,Masters,Never-married,Exec-managerial,White,Male,0,0,56,1
21,Private,Some-college,Never-married,Other-service,White,Female,0,0,25,0
20,Private,Some-college,Never-married,Other-service,White,Female,0,0,25,0
18,Local-gov,12th,Never-married,Protective-serv,White,Male,0,0,40,0
27,Private,Some-college,Never-married,Sales,Black,Male,0,0,40,0
34,Self-emp-not-inc,HS-grad,Married,Craft-repair,White,Male,0,0,50,0
38,Private,Some-college,Divorced,Adm-clerical,White,Female,0,0,40,0
24,Private,HS-grad,Never-married,Adm-clerical,White,Male,0,0,40,0
34,Private,Some-college,Never-married,Sales,White,Male,0,0,65,0
47,Private,HS-grad,Married,Machine-op-inspct,White,Male,0,0,50,1
27,Federal-gov,HS-grad,Separated,Exec-managerial,Black,Female,0,0,40,0
63,Private,Assoc,Widowed,Adm-clerical,White,Female,0,0,8,0
34,Private,Some-college,Married,Adm-clerical,Black,Male,0,0,40,1
25,Private,Some-college,Married,Sales,White,Male,0,0,50,0
35,Private,HS-grad,Divorced,Sales,White,Female,0,0,50,0
24,Private,Some-college,Married,Transport-moving,White,Male,0,0,70,1
26,Private,Some-college,Never-married,Adm-clerical,Asian-Pac-Islander,Female,0,0,35,0
